id	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	ARO Category	ARO Accession	ARO Name
FJ214366|ARO:3001944	ACI29345.1	FJ214366	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001944	NA
KP050492|ARO:3001392	AJO16045.1	KP050492	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001392	NA
X65253|ARO:3000894	CAA46345.1	X65253	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000894	NA
HE963771|ARO:3001675	CCJ32598.1	HE963771	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001675	NA
JN254627|ARO:3001049	AEL79515.1	JN254627	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001049	NA
FJ971899|ARO:3001949	ACR56321.1	FJ971899	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001949	NA
JF894248|ARO:3002218	AEH41427.1	JF894248	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002218	NA
KF203109|ARO:3001523	AGW16417.1	KF203109	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001523	NA
JX013655|ARO:3001185	AFN88952.1	JX013655	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001185	NA
AM087411|ARO:3002606	CAJ32502.1	AM087411	VIM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002606	NA
JX017364|ARO:3001988	AFJ59956.1	JX017364	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001988	NA
AB734055|ARO:3002773	BAN04743.1	AB734055	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002773	NA
KF705209|ARO:3001361	AHA80963.1	KF705209	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001361	NA
EU177504|ARO:3000603	ABW06859.1	EU177504	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic;lincosamide antibiotic;streptogramin antibiotic	antibiotic target alteration	NA	ARO:3000603	NA
AY494945|ARO:3002134	AAR87489.1	AY494945	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation	NA	ARO:3002134	NA
KF900153|ARO:3001774	AHF71363.1	KF900153	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001774	NA
AY649755|ARO:3001899	AAT70415.1	AY649755	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001899	NA
JQ733573|ARO:3002089	AFK73437.1	JQ733573	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002089	NA
JN861781|ARO:3001712	AEV91552.1	JN861781	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001712	NA
M18896.2|ARO:3000190	AAA23033.2	M18896.2	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection	NA	ARO:3000190	NA
JX121131|ARO:3001203	AFQ23970.1	JX121131	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001203	NA
HQ833652|ARO:3001963	ADY02555.1	HQ833652	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001963	NA
EU547447|ARO:3001653	ACD84990.1	EU547447	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001653	NA
AF180952|ARO:3001816	AAF86691.1	AF180952	ACC beta-lactamase	monobactam;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001816	NA
FJ405211|ARO:3000926	ACJ43254.1	FJ405211	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000926	NA
DQ309276|ARO:3001624	ABC26006.1	DQ309276	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001624	NA
JQ733579|ARO:3002097	AFK73455.1	JQ733579	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002097	NA
JQ349151|ARO:3002758	AFA52643.1	JQ349151	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002758	NA
AY327539|ARO:3000985	AAQ93490.1	AY327539	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000985	NA
M55427|ARO:3002543	AAA25334.1	M55427	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002543	NA
HM113559|ARO:3001657	ADI58617.1	HM113559	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001657	NA
EF219134|ARO:3001923	ABP04245.1	EF219134	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001923	NA
CP001050.1|ARO:3000817	ACF30254.1	CP001050.1	major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;penam;antibacterial free fatty acids	antibiotic efflux	NA	ARO:3000817	NA
AF506748|ARO:3000971	AAM28884.1	AF506748	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000971	NA
AY044436|ARO:3001878	AAL02127.1	AY044436	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001878	NA
JX121130|ARO:3001202	AFQ23969.1	JX121130	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001202	NA
L42544|ARO:3000193	AAF01499.1	L42544	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection	NA	ARO:3000193	NA
KC465200|ARO:3002327	AGJ01154.1	KC465200	KPC beta-lactamase	monobactam;carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002327	NA
KJ934266|ARO:3003174	AIL92327.1	KJ934266	CARB beta-lactamase	penam	antibiotic inactivation	NA	ARO:3003174	NA
AF047171|ARO:3000929	AAC05975.1	AF047171	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000929	NA
KM588352|ARO:3003147	AJA32742.1	KM588352	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3003147	NA
GU186044|ARO:3002264	ACZ65152.1	GU186044	IND beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3002264	NA
AY139603|ARO:3002608	AAN41439.1	AY139603	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002608	NA
HQ418999|ARO:3002746	ADQ43424.1	HQ418999	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002746	NA
AY077488|ARO:3002398	AAL78281.2	AY077488	OXY beta-lactamase	monobactam;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002398	NA
KF203096|ARO:3001510	AGW16404.1	KF203096	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001510	NA
AJ631966|ARO:3001771	CAF74882.1	AJ631966	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001771	NA
KC741443|ARO:3002784	AGN92479.1	KC741443	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002784	NA
KF203105|ARO:3001519	AGW16413.1	KF203105	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001519	NA
KF534911|ARO:3003013	AHB39758.1	KF534911	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	NA	ARO:3003013	NA
DQ336355|ARO:3002640	ABC68330.1	DQ336355	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002640	NA
FJ854362|ARO:3002862	ACS44714.1	FJ854362	GES beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002862	NA
AF313494|ARO:3002819	AAK01167.1	AF313494	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic;streptogramin antibiotic	antibiotic efflux	NA	ARO:3002819	NA
EU408348|ARO:3002510	ACH58987.1	EU408348	subclass B3 LRA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002510	NA
AP009048|ARO:3003549	BAE78082.1	AP009048	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic;acridine dye	antibiotic efflux	NA	ARO:3003549	NA
KF705208|ARO:3001362	AHA80962.1	KF705208	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001362	NA
D37826|ARO:3002812	BAA07072.1	D37826	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux	NA	ARO:3002812	NA
AJ635401|ARO:3002418	CAG25812.2	AJ635401	OKP beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002418	NA
AB522969|ARO:3002874	BAJ10053.1	AB522969	fosC phosphotransferase family	fosfomycin	antibiotic inactivation	NA	ARO:3002874	NA
AJ536835|ARO:3002277	CAD61201.1	AJ536835	VIM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002277	NA
AM180066|ARO:3000319	CAJ51085.1	AM180066	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation	NA	ARO:3000319	NA
EF540343.1|ARO:3000217	ABU39979.1	EF540343.1	blaZ beta-lactamase	penam	antibiotic inactivation	NA	ARO:3000217	NA
JQ034306|ARO:3001376	AFE48832.1	JQ034306	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001376	NA
NG_035159|ARO:3002016	YP_009075895.1	NG_035159	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002016	NA
NC_025003.1|ARO:3002579	YP_009062819.1	NC_025003.1	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002579	NA
Z21956|ARO:3003665	CAA79966.1	Z21956	NmcA beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3003665	NA
NG_050600|ARO:3000862	WP_063978071.1	NG_050600	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration	NA	ARO:3000862	NA
NC_000913.3|ARO:3000024	NP_416715.1	NC_000913.3	ATP-binding cassette (ABC) antibiotic efflux pump	peptide antibiotic	antibiotic efflux	NA	ARO:3000024	NA
NG_036525|ARO:3002613	YP_009081591.1	NG_036525	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002613	NA
NG_050068|ARO:3001062	WP_063864673.1	NG_050068	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001062	NA
NG_048723.1|ARO:3003150	WP_020835015.1	NG_048723.1	CARB beta-lactamase	penam	antibiotic inactivation	NA	ARO:3003150	NA
NC_003098.1|ARO:3000025	NP_359110.1	NC_003098.1	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	monobactam;carbapenem;cephalosporin;cephamycin;penam	antibiotic target alteration	NA	ARO:3000025	NA
V00618.1|ARO:3002644	WP_000572405.1	V00618.1	APH(3')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002644	NA
NG_050265|ARO:3000876	WP_063864911.1	NG_050265	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000876	NA
Y11946.1|ARO:3002578	AKN19287.1	Y11946.1	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002578	NA
EU408357.1|ARO:3002489	ACH58999.1	EU408357.1	class C LRA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002489	NA
EU408356.1|ARO:3002486	ACH58998.1	EU408356.1	subclass B3 LRA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002486	NA
KU302801|ARO:3002831	AMP35312.1	KU302801	ATP-binding cassette (ABC) antibiotic efflux pump	streptogramin antibiotic;pleuromutilin antibiotic	antibiotic efflux	NA	ARO:3002831	NA
U38944.1|ARO:3003037	AAC43969.1	U38944.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;aminoglycoside antibiotic	antibiotic efflux	NA	ARO:3003037	NA
EU331426.1|ARO:3002047	ABY58049.1	EU331426.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002047	NA
KM087834.1|ARO:3001853	AIT76087.1	KM087834.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3001853	NA
Z21956|ARO:3003589	CAA79966.1	Z21956	NmcA beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3003589	NA
KM210086.1|ARO:3003183	AJP18054.1	KM210086.1	NDM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3003183	NA
AP012279|ARO:3000856	BAL75272.1	AP012279	BJP beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3000856	NA
AJ223970|ARO:3000463	CAA11707.1	AJ223970	gimA family macrolide glycosyltransferase	macrolide antibiotic	antibiotic inactivation	NA	ARO:3000463	NA
NC_003098.1|ARO:3000822	NP_359110.1	NC_003098.1	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	monobactam;carbapenem;cephalosporin;cephamycin;penam	antibiotic target alteration	NA	ARO:3000822	NA
AJ420072.1|ARO:3000478	CAD12227.2	AJ420072.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	NA	ARO:3000478	NA
AF353562|ARO:3000481	AAK37619.1	AF353562	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	NA	ARO:3000481	NA
U00096|ARO:3003578	AAC75089.1	U00096	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	NA	ARO:3003578	NA
K00544|ARO:3002672	AAA22289.1	K00544	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation	NA	ARO:3002672	NA
AL009126|ARO:3003324	CAB13167.1	AL009126	small multidrug resistance (SMR) antibiotic efflux pump	aminoglycoside antibiotic;tetracycline antibiotic;phenicol antibiotic	antibiotic efflux	NA	ARO:3003324	NA
AF453998|ARO:3002598	AAL51021.2	AF453998	AAC(6');ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002598	NA
FJ666067|ARO:3002501	ACQ82809.1	FJ666067	PDC beta-lactamase	monobactam;carbapenem;cephalosporin	antibiotic inactivation	NA	ARO:3002501	NA
NC_002516.2|ARO:3003679	NP_253290.1	NC_002516.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;fluoroquinolone antibiotic;aminoglycoside antibiotic;cephalosporin;penam;tetracycline antibiotic;aminocoumarin antibiotic;diaminopyrimidine antibiotic;phenicol antibiotic	antibiotic efflux	NA	ARO:3003679	NA
NC_002516.2|ARO:3003680	NP_253290.1	NC_002516.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;fluoroquinolone antibiotic;aminoglycoside antibiotic;cephalosporin;penam;tetracycline antibiotic;aminocoumarin antibiotic;diaminopyrimidine antibiotic;phenicol antibiotic	antibiotic efflux	NA	ARO:3003680	NA
NC_002516.2|ARO:3003681	NP_253290.1	NC_002516.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;fluoroquinolone antibiotic;aminoglycoside antibiotic;cephalosporin;penam;tetracycline antibiotic;aminocoumarin antibiotic;diaminopyrimidine antibiotic;phenicol antibiotic	antibiotic efflux	NA	ARO:3003681	NA
NC_002516.2|ARO:3003682	NP_253290.1	NC_002516.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;fluoroquinolone antibiotic;aminoglycoside antibiotic;cephalosporin;penam;tetracycline antibiotic;aminocoumarin antibiotic;diaminopyrimidine antibiotic;phenicol antibiotic	antibiotic efflux	NA	ARO:3003682	NA
AB219524.1|ARO:3003698	BAE06009.1	AB219524.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;carbapenem;tetracycline antibiotic;acridine dye;diaminopyrimidine antibiotic;phenicol antibiotic	antibiotic efflux	NA	ARO:3003698	NA
AB219524.1|ARO:3003699	BAE06009.1	AB219524.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;carbapenem;tetracycline antibiotic;acridine dye;diaminopyrimidine antibiotic;phenicol antibiotic	antibiotic efflux	NA	ARO:3003699	NA
KC170992.1|ARO:3003687	AGI04227.1	KC170992.1	APH(3')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3003687	NA
KP347127|ARO:3003689	AKF16168	KP347127	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	NA	ARO:3003689	NA
KC543497.1|ARO:3002548	AGL46466.1	KC543497.1	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002548	NA
NC_002516.2|ARO:3003692	NP_253290.1	NC_002516.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;fluoroquinolone antibiotic;aminoglycoside antibiotic;cephalosporin;penam;tetracycline antibiotic;aminocoumarin antibiotic;diaminopyrimidine antibiotic;phenicol antibiotic	antibiotic efflux	NA	ARO:3003692	NA
AE004091.2|ARO:3003693	AAG07762.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;fluoroquinolone antibiotic;tetracycline antibiotic;acridine dye;phenicol antibiotic	antibiotic efflux	NA	ARO:3003693	NA
AE004091.2|ARO:3003030	AAG07762.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;fluoroquinolone antibiotic;tetracycline antibiotic;acridine dye;phenicol antibiotic	antibiotic efflux	NA	ARO:3003030	NA
NC_002516.2|ARO:3003031	NP_253290.1	NC_002516.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;fluoroquinolone antibiotic;aminoglycoside antibiotic;cephalosporin;penam;tetracycline antibiotic;aminocoumarin antibiotic;diaminopyrimidine antibiotic;phenicol antibiotic	antibiotic efflux	NA	ARO:3003031	NA
AB219524.1|ARO:3003700	BAE06009.1	AB219524.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;carbapenem;tetracycline antibiotic;acridine dye;diaminopyrimidine antibiotic;phenicol antibiotic	antibiotic efflux	NA	ARO:3003700	NA
AB219523.1|ARO:3003704	BAE06006.1	AB219523.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux	NA	ARO:3003704	NA
AB219523.1|ARO:3003705	BAE06006.1	AB219523.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux	NA	ARO:3003705	NA
AE004091.2|ARO:3003710	AAG07762.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;fluoroquinolone antibiotic;tetracycline antibiotic;acridine dye;phenicol antibiotic	antibiotic efflux	NA	ARO:3003710	NA
AF324833.1|ARO:3003711	AAK14293.1	AF324833.1	VEB beta-lactamase	monobactam;cephalosporin	antibiotic inactivation	NA	ARO:3003711	NA
AF324834.1|ARO:3003712	AAK14294.1	AF324834.1	VEB beta-lactamase	monobactam;cephalosporin	antibiotic inactivation	NA	ARO:3003712	NA
AB709942|ARO:3003677	BAM46120.1	AB709942	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3003677	NA
KT818596|ARO:3003713	ALU64000	KT818596	VCC beta-lactamase	monobactam;carbapenem;penam	antibiotic inactivation	NA	ARO:3003713	NA
KP109677|ARO:3003670	AJP77059	KP109677	subclass B3 PEDO beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3003670	NA
KP109678|ARO:3003714	AJP77071	KP109678	subclass B3 PEDO beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3003714	NA
KP109679|ARO:3003715	AJP77076	KP109679	subclass B1 PEDO beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3003715	NA
KP109675|ARO:3003716	AJP77054	KP109675	CPS beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3003716	NA
KP109681|ARO:3003717	AJP77085	KP109681	ESP beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3003717	NA
KP109676|ARO:3003718	AJP77058	KP109676	MSI-OXA family beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3003718	NA
KP109676|ARO:3003719	AJP77058	KP109676	MSI-OXA family beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3003719	NA
KP109680|ARO:3003720	AJP77080	KP109680	SPG beta-lacatamase	carbapenem	antibiotic inactivation	NA	ARO:3003720	NA
EU999036|ARO:3002934	ACM47284	EU999036	vanS;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3002934	NA
NC_003888|ARO:3002914	NP_627787	NC_003888	vanJ membrane protein	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3002914	NA
NC_007907.1|ARO:3003724	WP_005813024.1	NC_007907.1	vanW;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3003724	NA
NC_007907.1|ARO:3003726	WP_005813024.1	NC_007907.1	vanW;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3003726	NA
NZ_CP014057|ARO:3003731	WP_011303797	NZ_CP014057	fusidic acid inactivation enzyme	fusidic acid	antibiotic inactivation	NA	ARO:3003731	NA
AB571865|ARO:3003742	BAL43359	AB571865	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation	NA	ARO:3003742	NA
LOCK01000072.1|ARO:3003723	KTE89608.1	LOCK01000072.1	glycopeptide resistance gene cluster;van ligase	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3003723	NA
NC_007907|ARO:3003727	WP_011461303	NC_007907	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3003727	NA
NC_007907|ARO:3003728	WP_011461303	NC_007907	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3003728	NA
NG_055644.1|ARO:3003725	WP_015943580.1	NG_055644.1	vanX;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3003725	NA
AF170730|ARO:3003744	AAF63432	AF170730	streptogramin vat acetyltransferase	streptogramin antibiotic	antibiotic inactivation	NA	ARO:3003744	NA
KF287643|ARO:3003762	AGT57825	KF287643	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	NA	ARO:3003762	NA
AB571865|ARO:3003745	BAL43359	AB571865	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation	NA	ARO:3003745	NA
